objectid,name,problems,district,group_d,status_num,status_detail,detail,remark,สพน,สคน,กรบ,กรท,เขต,x,y
585,388.หมู่บ้านมีนบุรีการ์เด้นโฮมซอยราษฎร์อุทิศ 48,น้ำฝน สนข.,มีนบุรี,กรุงเทพตะวันออก,5,แก้ไขแล้วเสร็จ,- ถนนมีสภาพต่ำ ท่อระบายน้ำมีขนาดเล็ก - น้ำท่วมขัง ระดับความลึก 30-50 เซนติเมตร ยาว 100 เมตร แนวทางแก้ไข - ปรับปรุงซอยหมู่บ้านมีนบุรีการ์เด้นโฮม จากลำรางต้นสะตือถึงบ้านเลขที่ 60/777 แขวงแสนแสบ,ของบ68 ไม่ได้ ของบ69 ติดตั้งปั๊มไฟฟ้าอัตโนมัติพร้อมบ่อดักขยะ,,,,,,100.7865,13.83209
586,389.คลองพระยาสุเรนทร์,น้ำฝน สนข.,สายไหม,กรุงเทพเหนือ,3,อยู่ระหว่างดำเนินการแก้ไข,"มีสภาพตื้นเขิน เนื่องจากได้ขุดลอกมานานเกิน 5 ปี และมีดินตะกอนเกินกว่า 0.50 ม. ทำให้การระบายน้ำไม่มีประสิทธิภาพ แนวทางการแก้ไขปัญหา ขุดลอกคลองพระยาสุเรนทร์ ความยาวประมาณ 9,850 เมตร ( สนน. จะของบประมาณปี 2566 (เพิ่มเติม) อยู่ระหว่างประมาณราคา)(คลองต่อเนื่อง 2 พื้นที่ เขตบางเขน และเขตสายไหม",,,,,,,100.692,13.89518
587,39.ซอยทุ่งมังกร 12,น้ำฝน สนข.,ตลิ่งชัน,กรุงธนเหนือ,2,พื้นที่เอกชนหรือหน่วยงานราชการ,หมู่บ้านมหาดไทย 2เมื่อปริมาณความเข้มของฝนเกิน 60 มิลลิเมตรต่อชั่วโมง น้ำท่วมขังผิวจราจรเนื่องจากถนนในซอยีระดับต่ำกว่าถนนเมนท่อระบายน้ำมี่ขนาดเล็กไหลลงบ่อบำบัดหมู่บ้านและลงคลองลัดมะยม ระดับน้ำ 5-15 เซนติเมตร ประชาชนไม่ให้ตั้งเตรื่องสูบน้ำเนื่องจากเสียงดัง,,,,,,,100.4319,13.79142
588,390.ซอยประชาร่วมใจ 25,น้ำฝน สนข.,คลองสามวา,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,- น้ำท่วมขังประมาณ 20 ซม. แนวทางแก้ไข - เรียงกระสอบทรายยาว 100 เมตร,เปิดทางน้ำไหล ลอกท่อระบายน้ำ ปีเว้นปี ตามแผน,,,,,,100.7609,13.83235
589,391.ถนนลาดกระบัง ช่วงหน้าสำนักงานเขตลาดกระบัง,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,- ถนนอยู่ในพื้นที่ลุ่มต่ำ ลักษณะพื้นที่เป็นแอ่งกระทะ - น้ำท่วมขังประมาณ 30-80 ซม. ยาว 400 ม. แนวทางแก้ไข - ติดตั้งเครื่องสูบน้ำดีเซลขนาด 16 นิ้ว จำนวน 3 เครื่อง (สนน),สนน.+สนย.,,,,,,100.759,13.72158
590,"392.ซอยประชาร่วมใจ 35 แยก 1,4",น้ำฝน สนข.,คลองสามวา,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,- น้ำท่วมขังประมาณ 15-20 ซม. แนวทางแก้ไข - เรียงกระสอบทรายยาว 600 เมตร,ชุมชนไม่มีนิติบุคคล มีมาตรการเร่งด่วน,,,,,,100.7697,13.83768
591,393.ถนนบึงขวาง,น้ำฝน สนข.,มีนบุรี,กรุงเทพตะวันออก,5,แก้ไขแล้วเสร็จ,- ถนนมีสภาพต่ำ ไม่มีท่อระบายน้ำ - น้ำท่วมขัง ระดับความลึก 20 เซนติเมตร ยาว 550 เมตร แนวทางแก้ไข - ปรับปรุงถนนบึงขวาง จากซอยบึงขวาง 3 ถึงคลองสามประเวศ แขวงแสนแสบ,,,,,,,100.7552,13.7913
592,394.ถนนอ่อนนุช-ลาดกระบัง (แยกกิ่งแก้ว),น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,2,พื้นที่เอกชนหรือหน่วยงานราชการ,- ถนนอยู่ในพื้นที่ลุ่มต่ำ ลักษณะพื้นที่เป็นแอ่งกระทะ - น้ำท่วมขังประมาณ 30-80 ซม. ยาว 230 ม. แนวทางแก้ไข - ติดตั้งเครื่องสูบน้ำดีเซลขนาด 16 นิ้ว จำนวน 3 เครื่อง (สนน สนย กรมทางหลวง),สนน.+สนย.+กรมทางหลวง,,,,,,100.7394,13.72237
593,395.บริเวณซอยจันทน์ 16 ตลอดทั้งซอยถึงซอยนราฯ14,น้ำฝน สนข.,สาทร,กรุงเทพใต้,3,อยู่ระหว่างดำเนินการแก้ไข,บริเวณซอยจันทน์ 16 ตลอดทั้งซอยถึงซอยนราฯ14 รับผลกระทบจากน้ำท่วมถนนจันทน์ มีน้ำขัง สูง 10-15 ซม. ยาว 800 ม.,เขต,,,,,,100.5304,13.71029
594,396.ชุมชนวรพจน์ร่วมใจ ช่วงติดคลอง,น้ำฝน สนข.,สาทร,กรุงเทพใต้,3,อยู่ระหว่างดำเนินการแก้ไข,ชุมชนวรพจน์ร่วมใจ ช่วงติดคลอง รับผลกระทบจากน้ำท่วมถนนจันทน์ มีน้ำขัง สูง 10 ซม.,สนน,,,,,,100.5181,13.7094
595,397.ชุมชนมิตรสามัคคี ช่วงติดคลอง,น้ำฝน สนข.,สาทร,กรุงเทพใต้,3,อยู่ระหว่างดำเนินการแก้ไข,ชุมชนมิตรสามัคคี ช่วงติดคลอง รับผลกระทบจากน้ำท่วมถนนจันทน์ มีน้ำขัง สูง 10 ซม.,สนน,,,,,,100.517,13.70962
596,398.ถนนศาลาแดง,น้ำฝน สนข.,บางรัก,กรุงเทพใต้,2,พื้นที่เอกชนหรือหน่วยงานราชการ,ถนนศาลาแดง หากฝนตกหนักจะมีน้ำรอการระบายใช้เวลาประมาณ 1 ชั่วโมง,,,,,,,100.5375,13.72525
597,399.วัดคลองเตยนอก,น้ำฝน สนข.,คลองเตย,กรุงเทพใต้,5,แก้ไขแล้วเสร็จ,วัดคลองเตยนอก อยู่ริมแม่น้ำเจ้าพระยาและมีระดับต่ำเมื่อถึงฤดูน้ำหลากและน้ำทะเลหนุนสูง จะไหลเข้าท่อระบายน้ำล้นบ่อพักไหลเข้ามาภายในวัด,,,,,,,100.563,13.70745
598,4.ซอยสุขุมวิท 26,น้ำฝน สนข.,คลองเตย,กรุงเทพใต้,5,แก้ไขแล้วเสร็จ,"เมื่อฝนตกหนักน้ำรอระบายมีปริมาณมากทำให้ระบายลงท่อไม่ทัน ซอยสุขุมวิท 26 ยาวประมาณ 1,250 เมตร ผิวจราจรกว้าง 8.00 เมตร พื้นที่น้ำท่วมขังตลอดซอย ท่วมสูงประมาณ 20-30 เซนติเมตร เพื่อรอระบายลงคลองหัวลำโพง",,,,,,,100.568,13.71877
599,40.หมู่บ้านกอบแก้ว 1,น้ำฝน สนข.,ทวีวัฒนา,กรุงธนเหนือ,2,พื้นที่เอกชนหรือหน่วยงานราชการ,หมู่บ้านกอบแก้ว 1 ท่อระบายน้ำช่วงทางเข้าหมู่บ้านมีขนาดเล็กและมีสภาพถนนเป้นท้องกระทะ มีระยะกว้างประมาณ 8 เมตร ยาว 50 เมตร เวลาฝนตกมีน้ำท่วมขังสูงประมาณ 15 -20 ซม.,ของบปี2568 โดนตัด,,,,,,100.3831,13.7727
600,400.วัดคลองเตยใน,น้ำฝน สนข.,คลองเตย,กรุงเทพใต้,3,อยู่ระหว่างดำเนินการแก้ไข,วัดคลองเตยในอยู่ริมแม่น้ำเจ้าพระยา และมีระดับต่ำเมื่อถึงฤดูน้ำหลาก และน้ำทะเลหนุนสูง จะไหลเข้าท่อระบายน้ำเข้ามาภายในวัดและซึมเข้ามาตามแผงเขื่อนที่ชำรุด,,,,,,,100.5615,13.70824
601,401.ชุมชนโรงหมู,น้ำฝน สนข.,คลองเตย,กรุงเทพใต้,3,อยู่ระหว่างดำเนินการแก้ไข,ชุมชนโรงหมูอยู่ริมคลองพระโขนง เมื่อถึงฤดูน้ำหลากและน้ำทะเลหนุนน้ำจะรั่วซึมเข้าตามแผงเขื่อนที่ชำรุด จึงเป็นเหตุให้เกิดปัญหาน้ำท่วม,,,,,,,100.585,13.70736
602,402.บริเวณท้ายซอยสุขุมวิท 1,น้ำฝน สนข.,วัฒนา,กรุงเทพใต้,5,แก้ไขแล้วเสร็จ,บริเวณท้ายซอยสุขุมวิท 1 เมื่อมีฝนตกหนักเกิน 60 มม. น้ำในคลองแสนแสบจะมีระดับสูงขึ้นส่งผลให้น้ำเอ่อบนผิวจราจร สูงประมาณ 15 ซม. ยาวประมาณ 100 ม. เนื่องจากบริเวณท้ายซอยมีระดับต่ำใกล้เคียงกับระดับน้ำคลองแสนแสบ,,,,,,,100.5517,13.74726
603,403.บริเวณแยกชิโนทัย ซอยสุขุมวิท 21 (ถนนอโศกมนตรี),น้ำฝน สนข.,วัฒนา,กรุงเทพใต้,5,แก้ไขแล้วเสร็จ,ซอยปรีดีพนมยงค์ 13 เนื่องจากการระบายน้ำภายในซอยจะระบายออกทางปากซอยลงสู่แนวถนนสุขุมวิท 71 และคลองบางมะเขือ จึงต้องรอให้ สนน. เร่งระบายน้ำ ให้ลดระดับในแนวถนนปรีดีพนมยงค์ และคลองบางมะเขือ จะทำให้ในซอยลดระดับตาม,,,,,,,100.5621,13.74041
604,404.ซอยปรีดีพนมยงค์ 41,น้ำฝน สนข.,วัฒนา,กรุงเทพใต้,5,แก้ไขแล้วเสร็จ,ซอยปรีดีพนมยงค์ 41 เนื่องจากการระบายน้ำภายในซอยจะระบายออกทางปากซอย ลงสู่แนวถนนสุขุมวิท 71 จะต้องรอให้ สนน. เร่งระบายน้ำ ให้ลดระดับ จะทำให้ในซอยลดระดับตาม,,,,,,,100.5917,13.73306
605,405.ปรับปรุงบ่อสูบน้ำบริเวณช่างกลปทุมวัน,น้ำฝน สนข.,ปทุมวัน,กรุงเทพใต้,3,อยู่ระหว่างดำเนินการแก้ไข,น้ำท่วมขังในพื้นที่,,,,,,,100.5256,13.74937
606,406.ซอย บางกระดี่ 19 แยก 6,น้ำฝน สนข.,บางขุนเทียน,กรุงธนใต้,1,มีมาตรการเร่งด่วน,ผิวจราจรมีระดับต่ำไม่สามารถระบายน้ำลงคลองได้โดยตรง,,,,,,,100.4115,13.62473
607,407.ถนนบางขุนเทียน - ชายทะเล บริเวณจากคลองสนามชัยถึงสามแยกคลองพิทยาลงกรณ์,น้ำฝน สนข.,บางขุนเทียน,กรุงธนใต้,2,พื้นที่เอกชนหรือหน่วยงานราชการ,ผิวจราจรมีระดับต่ำไม่สามารถระบายน้ำลงคลองได้โดยตรง,อยู่ในความรับผิดชอบของ สนย.,,,,,,100.4225,13.52847
608,408.ถนนอนามัยงามเจริญ บริเวณสี่แยกคุณกะลา ถึงสุดเขตลอยต่อสมุทรปราการ,น้ำฝน สนข.,บางขุนเทียน,กรุงธนใต้,2,พื้นที่เอกชนหรือหน่วยงานราชการ,ผิวจราจรมีระดับต่ำไม่สามารถระบายน้ำลงคลองได้โดยตรง,อยู่ในความรับผิดชอบของ สนย.,,,,,,100.4487,13.62682
609,409.บิ๊กซี ซูเปอร์เซ็นเตอร์ พระราม 2 กม.8 (ขาเข้า),น้ำฝน สนข.,บางขุนเทียน,กรุงธนใต้,2,พื้นที่เอกชนหรือหน่วยงานราชการ,ผิวจราจรมีระดับต่ำไม่สามารถระบายน้ำลงคลองได้โดยตรง,อยู่ในความรับผิดชอบของ แขวงการทางธนบุรี,,,,,,100.4205,13.65107
610,41.ชุมชนหลังสถานีรถไฟศาลาธรรมสพย์,น้ำฝน สนข.,ทวีวัฒนา,กรุงธนเหนือ,2,พื้นที่เอกชนหรือหน่วยงานราชการ,ชุมชนหลังสถานีรถไฟศาลาธรรมสพน์ พื้นที่ดังกล่าวเป็นชุมชนขนาดกลาง พื้นที่ลุ่มต่ำ ไม่มีท่อระบายน้ำเชื่อมออกลงคลองและถนน ทำให้การระบายน้ำไม่ดีเท่าที่ควร,เอกชน,,,,,,100.3543,13.80102
611,410.หน้าเซ็นทรัล พระราม 2,น้ำฝน สนข.,บางขุนเทียน,กรุงธนใต้,2,พื้นที่เอกชนหรือหน่วยงานราชการ,ผิวจราจรมีระดับต่ำไม่สามารถระบายน้ำลงคลองได้โดยตรง,อยู่ในความรับผิดชอบของ แขวงการทางธนบุรี,,,,,,100.4377,13.66393
612,411.ซอย ท่าข้าม,น้ำฝน สนข.,บางขุนเทียน,กรุงธนใต้,2,พื้นที่เอกชนหรือหน่วยงานราชการ,ผิวจราจรมีระดับต่ำไม่สามารถระบายน้ำลงคลองได้โดยตรง,อยู่ในความรับผิดชอบของ สนย.,,,,,,100.4434,13.65172
613,412.ถนนบางกระดี่,น้ำฝน สนข.,บางขุนเทียน,กรุงธนใต้,2,พื้นที่เอกชนหรือหน่วยงานราชการ,ผิวจราจรมีระดับต่ำไม่สามารถระบายน้ำลงคลองได้โดยตรง,อยู่ในความรับผิดชอบของ สนย.,,,,,,100.4015,13.61911
614,413.ซอย ราษฎร์บูรณะ 11,น้ำฝน สนข.,ราษฎร์บูรณะ,กรุงธนใต้,5,แก้ไขแล้วเสร็จ,แนวติดแม่น้ำเจ้าพระยาเป็นพื้นที่เอกชน,,,,,,,100.4894,13.69037
615,414.คลังสินค้า 2 ราษฎร์บูรณะ,น้ำฝน สนข.,ราษฎร์บูรณะ,กรุงธนใต้,1,มีมาตรการเร่งด่วน,แนวติดแม่น้ำเจ้าพระยาเป็นพื้นที่เอกชน,,,,,,,100.5076,13.68115
616,415.ซอย ราษฎร์บูรณะ 3,น้ำฝน สนข.,ราษฎร์บูรณะ,กรุงธนใต้,5,แก้ไขแล้วเสร็จ,แนวติดแม่น้ำเจ้าพระยาเป็นพื้นที่เอกชน,,,,,,,100.4882,13.69275
617,416.หน้าโกดังไทยฟ้า (ท่าเรือ 41),น้ำฝน สนข.,ราษฎร์บูรณะ,กรุงธนใต้,4,แก้ไขแล้วเสร็จบางส่วน,แนวติดแม่น้ำเจ้าพระยาเป็นพื้นที่เอกชน,,,,,,,100.4912,13.68859
618,417.ปั๊ม ซัสโก้ สาขา บางปะกอก,น้ำฝน สนข.,ราษฎร์บูรณะ,กรุงธนใต้,4,แก้ไขแล้วเสร็จบางส่วน,แนวติดแม่น้ำเจ้าพระยาเป็นพื้นที่เอกชน,,,,,,,100.4941,13.68586
619,418.ท่าเรือข้างโรงแก้ว,น้ำฝน สนข.,ราษฎร์บูรณะ,กรุงธนใต้,4,แก้ไขแล้วเสร็จบางส่วน,แนวติดแม่น้ำเจ้าพระยาเป็นพื้นที่เอกชน,,,,,,,100.5122,13.68201
620,419.ใต้สะพานพระราม 9,น้ำฝน สนข.,ราษฎร์บูรณะ,กรุงธนใต้,4,แก้ไขแล้วเสร็จบางส่วน,แนวติดแม่น้ำเจ้าพระยาเป็นพื้นที่การทางพิเศษ,,,,,,,100.5168,13.68089
621,42.ชุมชนประตูน้ำฉิมพลี,น้ำฝน สนข.,ทวีวัฒนา,กรุงธนเหนือ,2,พื้นที่เอกชนหรือหน่วยงานราชการ,ชุมชนประตูน้ำฉิมพลี เขตทวีวัฒนาพื้นที่ดังกล่าวเป็นพื้นที่ลุ่มต่ำ มีชุมชนขนาดเล็กและประกอบกิจการการเกษตร เวลาฝนตกจะท่วมเพราะไม่มีท่อระบายน้ำเชื่อมออกลงคลองและถนน ทำให้การระบายน้ำไม่ดีเท่าที่ควร,เอกชน,,,,,,100.3902,13.80075
622,420.หน้าวัดราษฎร์บูรณะ บางปะกอก กรุงเทพ,น้ำฝน สนข.,ราษฎร์บูรณะ,กรุงธนใต้,4,แก้ไขแล้วเสร็จบางส่วน,น้ำหนุนจากแม่น้ำเจ้าพระยาออกตามท่อระบายน้ำ,,,,,,,100.5047,13.68253
623,421.หน้าโกดัง ซุปเปอร์ เจ อินเตอร์,น้ำฝน สนข.,ราษฎร์บูรณะ,กรุงธนใต้,4,แก้ไขแล้วเสร็จบางส่วน,แนวติดแม่น้ำเจ้าพระยาเป็นพื้นที่เอกชน,,,,,,,100.4936,13.68629
624,422.บิ๊กซีราษฎร์บูรณะ,น้ำฝน สนข.,ราษฎร์บูรณะ,กรุงธนใต้,4,แก้ไขแล้วเสร็จบางส่วน,แนวติดแม่น้ำเจ้าพระยาเป็นพื้นที่เอกชน,,,,,,,100.5001,13.68499
625,423.หน้าโกดังแสงทองค้าข้าว,น้ำฝน สนข.,ราษฎร์บูรณะ,กรุงธนใต้,4,แก้ไขแล้วเสร็จบางส่วน,แนวติดแม่น้ำเจ้าพระยาเป็นพื้นที่เอกชน,,,,,,,100.5009,13.6825
626,424.สน.ราษฎร์บูรณะ,น้ำฝน สนข.,ราษฎร์บูรณะ,กรุงธนใต้,4,แก้ไขแล้วเสร็จบางส่วน,น้ำหนุนจากแม่น้ำเจ้าพระยาออกตามท่อระบายน้ำ,,,,,,,100.4986,13.68518
627,425.ซอยโยธินพัฒนา 3 แยก 9,น้ำฝน สนข.,บางกะปิ,กรุงเทพตะวันออก,2,พื้นที่เอกชนหรือหน่วยงานราชการ,ถนนไม่มีท่อระบายน้ำ ผิวจราจรเป็นผิวดิน ฝนตกน้ำท่วมขัง,ของบ 67 เพิ่มเติม ขอรายละเอียดเพิ่มเติม,,,,,,100.6307,13.81726
628,426.ซอย โพธิ์แก้ว 3 แยก 19-2,น้ำฝน สนข.,บางกะปิ,กรุงเทพตะวันออก,2,พื้นที่เอกชนหรือหน่วยงานราชการ,ถนนไม่มีท่อระบายน้ำ ผิวจราจรเป็นผิวดิน ฝนตกน้ำท่วมขัง,ของบ 67 เพิ่มเติม ขอรายละเอียดเพิ่มเติม,,,,,,100.6297,13.81113
629,"427.ซอยโพธิ์แก้ว 3 แยก 25, 27",น้ำฝน สนข.,บางกะปิ,กรุงเทพตะวันออก,2,พื้นที่เอกชนหรือหน่วยงานราชการ,ถนนไม่มีท่อระบายน้ำ ผิวจราจรเป็นผิวดิน ฝนตกน้ำท่วมขัง,ของบ 67 เพิ่มเติม ขอรายละเอียดเพิ่มเติม,,,,,,100.6331,13.81027
630,428.ซอยลาดพร้าว 101 ซอย 42 แยก 1,น้ำฝน สนข.,บางกะปิ,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,ถนนไม่มีท่อระบายน้ำ ผิวจราจรเป็นผิวดิน ฝนตกน้ำท่วมขัง,ของบ 67 เพิ่มเติม ขอรายละเอียดเพิ่มเติม,,,,,,100.6341,13.79124
631,429.ซอยรามคำแหง 60 (สวนสนซอย 3),น้ำฝน สนข.,บางกะปิ,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,ถนนไม่มีท่อระบายน้ำ ผิวจราจรเป็นผิวดิน ฝนตกน้ำท่วมขัง,ของบ 67 เพิ่มเติม ขอรายละเอียดเพิ่มเติม,,,,,,100.6509,13.75788
632,43.หมู่บ้านธารแก้ว,น้ำฝน สนข.,ทวีวัฒนา,กรุงธนเหนือ,2,พื้นที่เอกชนหรือหน่วยงานราชการ,หมู่บ้านธารแก้วถนนในหมู่บ้านมีระดับต่ำ มีคลองบางพรมและคลองบางน้อย ล้อมขนาบ เวลาฝนตกน้ำในคลองมีมาก ทางหมู่บ้านไม่สามารถระบายน้ำลงคลองได้,,,,,,,100.3958,13.76021
633,430.ซอย รามคำแหง 76 แยก 1,น้ำฝน สนข.,บางกะปิ,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,ถนนไม่มีท่อระบายน้ำ ผิวจราจรเป็นผิวดิน ฝนตกน้ำท่วมขัง,ของบ 67 เพิ่มเติม ขอรายละเอียดเพิ่มเติม,,,,,,100.6661,13.76786
634,431.ถนน เจ้าคุณทหาร,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,"ถนนอยู่ในพื้นที่ลุ่มต่ำ ลักษณะพื้นที่เป็นแอ่งกระทะ น้ำท่วมขัง 10-70 ซม. ยาว 2,320 ม. (สนน. สนย.)",สนน.+สนย.,,,,,,100.7811,13.75211
635,432.เคหะชุมชนร่มเกล้า,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,ถนนอยู่ในพื้นที่ลุ่มต่ำ ลักษณะพื้นที่เป็นแอ่งกระทะ น้ำท่วมขัง 10-20 ซม. ยาว 210 ม. . (สนน. สนข),สนน.+สนข.,,,,,,100.7341,13.77329
636,433.ใต้สะพานข้ามคลองประเวศบุรีรมย์ (วัดราชโกษา),น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,น้ำล้นตลิ่งจากคลองประเวศบุรีรมย์ (สนย),,,,,,,100.8526,13.7008
637,434.ลาดกระบัง ซอยพระยาเพชร,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,ซอยต่ำกว่าถนนสายหลักและน้ำมาจากด้านข้าง,อยู่ระหว่างจัดทำรูปแบบรายการในการก่อสร้างปี 2568,,,,,,100.8498,13.69779
638,435.ซอยหลวงแพ่ง 10,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,5,แก้ไขแล้วเสร็จ,น้ำล้นจากป่าหญ้าและไม่มีท่อระบายน้ำ,ดำเนินการแล้วเสร็จ งบปี 2566 เพิ่มเติม,,,,,,100.8065,13.71482
639,436.บริเวณมัสยิดซีรอตุ้ลญันนะห์ และซอยใกล้เคียง,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,น้ำล้นตลิ่งจากคลองประเวศบุรีรมย์,ไม่มีท่อ,,,,,,100.8489,13.70305
640,437.ศูนย์บริการสาธารณสุข 46 สาขาขุมทอง,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,น้ำล้นตลิ่งจากคลองประเวศบุรีรมย์,ไม่มีท่อ,,,,,,100.8533,13.70059
641,438.ทางเข้าวัดขุมทอง,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,น้ำล้นตลิ่งจากคลอง,ไม่มีท่อ,,,,,,100.8548,13.72175
642,439.ลาดกระบัง ทางเข้า รร.วัดขุมทอง,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,น้ำล้นตลิ่งจากคลอง,ไม่มีท่อ,,,,,,100.8546,13.72272
643,44.ซอยบรมราชชนนี 101,น้ำฝน สนข.,ทวีวัฒนา,กรุงธนเหนือ,2,พื้นที่เอกชนหรือหน่วยงานราชการ,ซอยบรมราชชนนี 101 (หมู่บ้าน ป.ผาสุก) ถนนในหมู่บ้านมีระดับต่ำ ท่อระบายน้ำมีขนาดเล็ก เวลาฝนตกน้ำในหมู่บ้านไม่สามารถระบายลงสู่คลองบ้านไทร และลงสู่ท่อในซอยพุทธมณฑลสาย 2 ซอย 24 ได้,เอกชน,,,,,,100.3927,13.78367
644,440.หน้ามหาวิทยาลัยกรุงเทพสุวรรณภูมิ,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,น้ำล้นตลิ่งจากคลอง (สนย. ปรับปรุงถนน ไม่มีท่อระบายน้ำ),ไม่มีท่อ,,,,,,100.8019,13.72214
645,441.ถนนประชาพัฒนา ซ.บริสุทธิ์,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,น้ำล้นจากป่าหญ้าและไม่มีท่อระบายน้ำ (สนย. ปรับปรุงถนน ไม่มีท่อระบายน้ำ),ไม่มีท่อ,,,,,,100.8047,13.72185
646,442.ถนนประชาพัฒนา ซ.บิลยาธร,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,น้ำล้นจากป่าหญ้าและไม่มีท่อระบายน้ำ (สนย. ปรับปรุงถนน ไม่มีท่อระบายน้ำ),ไม่มีท่อ,,,,,,100.8054,13.72092
647,443.ลาดกระบัง ถนนสารีบุตร,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,5,แก้ไขแล้วเสร็จ,น้ำล้นจากทุ่งนาและคลอง (สนย. ปรับปรุงถนน ไม่มีท่อระบายน้ำ),ไม่มีท่อ,,,,,,100.8134,13.74135
648,444.หมู่บ้านรุ่งอรุณ 1 ซอยฉลองกรุง 2,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,น้ำล้นจากป่าหญ้า ติดตั้งเครื่องสูบน้ำ จำนวน 1 เครื่อง,,,,,,,100.7942,13.73561
649,445.หมู่บ้านรุ่งอรุณ 2 ซอยฉลองกรุง 7 (เอกชน),น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,2,พื้นที่เอกชนหรือหน่วยงานราชการ,น้ำล้นจากป่าหญ้า,ขอรายละเอียดโครงการเพิ่มเติม,,,,,,100.7857,13.74385
650,446.หมู่บ้านเจ้าคุณ ซอยฉลองกรุง 19 (เอกชน),น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,2,พื้นที่เอกชนหรือหน่วยงานราชการ,น้ำล้นจากป่าหญ้าและคลอง,,,,,,,100.7866,13.75257
651,447.ซอยฉลองกรุง 9,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,น้ำล้นจากป่าหญ้าและไม่มีท่อระบายน้ำ,,,,,,,100.7917,13.7446
652,448.ซอยฉลองกรุง 15,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,2,พื้นที่เอกชนหรือหน่วยงานราชการ,น้ำล้นจากป่าหญ้าและไม่มีท่อระบายน้ำ,,,,,,,100.7925,13.74795
653,449.ซอยฉลองกรุง 35,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,2,พื้นที่เอกชนหรือหน่วยงานราชการ,ไม่มีท่อระบายน้ำ,,,,,,,100.7982,13.75746
654,45.วัดปุรณาวาส,น้ำฝน สนข.,ทวีวัฒนา,กรุงธนเหนือ,2,พื้นที่เอกชนหรือหน่วยงานราชการ,ชุมชนวัดปุรณาวาส พื้นที่ดังกล่าวเป็นแอ่งกระทะ เวลาฝนตกน้ำฝนไม่สามารถระบายออกสู่คลองหรือถนนได้ เนื่องจากไม่มีท่อระบายน้ำ,เปิดทางน้ำไหล ลอกท่อระบายน้ำ ปีเว้นปี ตามแผน,,,,,,100.3356,13.80305
655,450.ซอยฉลองกรุง 53,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,น้ำล้นตลิ่งจากคลอง,,,,,,,100.8035,13.77897
656,451.ซอยคุ้มเกล้า 50,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,5,แก้ไขแล้วเสร็จ,น้ำล้นตลิ่งจากคลอง ไม่มีท่อระบายน้ำ,ชุมชนไม่มีนิติบุคคล มีมาตรการเร่งด่วน,,,,,,100.7713,13.74503
657,452.ซอยคุ้มเกล้า 54,น้ำฝน สนข.,ลาดกระบัง,กรุงเทพตะวันออก,3,อยู่ระหว่างดำเนินการแก้ไข,น้ำล้นตลิ่งจากคลอง ไม่มีท่อระบายน้ำ,,,,,,,100.7746,13.74234
